	User	Histories	Behaviors
1826	U1826	B56821 B160180 B177080 B101831 B35480 B72345 B48760	B105027-0 B117824-0 B106031-0 B125886-0 B181683-0 B191115-0 B15990-0 B31162-0 B164989-0 B26924-0 B203323-0 B163341-0 B18687-0 B207697-0 B106616-0 B109976-0 B138817-0 B118775-0 B113569-0 B185920-0
1827	U1827	B21746 B205455 B166430 B117550 B83754	B40372-0 B54630-0 B203256-0 B5110-0 B156962-0 B196579-0 B122571-0 B197740-0 B71223-0 B63073-0 B101742-0 B172005-0 B128249-0 B58301-0 B130458-0 B130605-0 B32167-0 B78956-0 B109251-0 B116789-0
1828	U1828	B100134 B134557 B190742 B139461	B208938-0 B211828-0 B10561-0 B113806-0 B187027-0 B131071-0 B148295-0 B155019-0 B64243-0 B138944-0 B195874-0 B186602-0 B62351-0 B152832-0 B110948-0 B67583-0 B109253-0 B88459-0 B52014-0 B11198-0
1829	U1829	B54837 B169164 B117861 B41215	B162610-0 B67744-0 B140987-0 B155014-0 B198886-0 B47563-0 B184955-0 B210706-0 B126230-0 B193918-0 B73583-0 B120678-0 B42495-0 B120731-0 B86320-0 B189313-0 B27652-0 B15135-0 B116270-0 B120050-0
1830	U1830	B50267 B102772 B148147	B74435-0 B54933-0 B131820-0 B152345-0 B127630-0 B200571-0 B160169-0 B69858-0 B112728-0 B41256-0 B136529-0 B78366-0 B41215-0 B107100-0 B158257-0 B210438-0 B88093-0 B93030-0 B26996-0 B82546-0
1831	U1831	B152940 B181220 B189302	B56-0 B168436-0 B171064-0 B61565-0 B128170-0 B25583-0 B174335-0 B190251-0 B95692-0 B158326-0 B18372-0 B110179-0 B204701-0 B122218-0 B44260-0 B63605-0 B188708-0 B190809-0 B106520-0 B140638-0
1832	U1832	B83156 B114268 B47876	B149807-0 B198684-0 B118340-1 B13692-0 B186109-0 B160806-0 B195122-0 B24577-0 B100623-1 B162601-0 B161313-0 B5112-0 B19661-0 B68913-0 B28304-1 B64429-0 B149115-0 B103034-0 B187399-0 B88273-0
1833	U1833	B157118 B9582 B48525 B118441	B18006-0 B58332-0 B149601-0 B182216-0 B202387-0 B184417-0 B101055-0 B185684-0 B98142-0 B2510-0 B114884-0 B168709-0 B33160-0 B210406-0 B246-0 B153406-0 B132118-0 B140702-0 B195070-0 B123679-0
1834	U1834	B21746 B28515 B193231 B207105 B131281 B99157 B186688 B147394 B101996 B70373 B30686 B76558	B46015-0 B146624-0 B30859-0 B52620-0 B177565-0 B188045-0 B134905-0 B2169-0 B11116-0 B97418-0 B177902-0 B75983-0 B56075-0 B167044-0 B166664-0 B157182-0 B191863-0 B16361-0 B29863-0 B68435-0
1835	U1835	B11332 B68357 B129553 B986 B133724 B146189 B118835 B166664 B11797 B114506 B15045 B154659 B138477	B171775-0 B187152-0 B15719-0 B75961-0 B202936-0 B11476-0 B208176-0 B59158-0 B138432-0 B166126-0 B196132-0 B171628-0 B99708-0 B171892-0 B104709-0 B44511-0 B55252-0 B33764-0 B102357-0 B21388-0
1836	U1836	B97593	B56075-0 B202387-0 B108811-0 B66978-0 B85488-0 B151665-0 B10779-0 B40483-0 B42440-0 B159780-0 B128644-0 B21868-0 B115801-0 B33742-0 B61932-0 B117550-0 B9299-0 B150369-0 B6349-0 B137968-0
1838	U1838	B205681 B75688 B169169 B128648 B11025 B105871 B123660 B111373	B14508-0 B64892-0 B36232-0 B42649-0 B18590-0 B114315-0 B12976-0 B1306-0 B12494-0 B47627-0 B198886-0 B60388-0 B112399-0 B197537-0 B94546-0 B97103-0 B130605-0 B149143-0 B153049-0 B195764-0
1839	U1839	B61135 B147014 B48396	B175603-0 B134452-0 B1274-0 B47570-0 B178234-0 B118634-0 B189240-0 B35580-0 B163516-0 B205142-0 B65636-0 B156013-0 B63133-0 B9459-0 B1881-0 B184046-0 B107041-0 B646-0 B101643-0 B189441-0
1840	U1840	B174335 B158870 B196718 B108222 B188004 B3213 B154928 B83339 B88052	B134452-0 B4679-0 B28972-0 B115613-0 B38867-0 B42534-0 B163754-0 B158714-0 B171142-0 B192598-0 B168382-0 B109319-0 B144517-0 B142333-0 B154960-0 B4051-0 B161423-0 B201137-0 B682-0 B100320-0
1841	U1841	B161190 B22694 B35229	B2302-0 B80117-0 B118004-0 B131082-0 B189829-0 B185461-0 B129942-0 B10750-0 B14207-0 B74852-0 B142379-0 B13145-0 B23516-0 B58626-0 B64066-0 B26363-0 B191577-0 B174600-0 B128201-0 B151286-0
1842	U1842	B52417 B185777 B191851 B142481 B9752 B81688 B155603 B97826 B43105 B144093 B23174	B170842-0 B112062-0 B111382-0 B160343-0 B70043-1 B4582-0 B5067-0 B121691-0 B133860-0 B141710-0 B176840-0 B110015-0 B69043-0 B69672-0 B67548-0 B182249-0 B928-0 B212081-0 B110603-0 B190837-0
1843	U1843	B98411 B7448 B61565 B110872 B98666	B101577-0 B107019-0 B170787-0 B163636-0 B164904-0 B129553-1 B191143-0 B125822-0 B31047-0 B158257-1 B160317-0 B188199-0 B27026-1 B198721-0 B143956-0 B49045-0 B95717-0 B17096-0 B74417-0 B52435-0
1844	U1844	B197155 B1306 B94013	B22846-0 B123337-0 B103034-0 B156743-0 B154986-0 B207379-0 B47390-0 B209777-0 B132049-0 B105097-0 B139632-0 B129997-0 B107548-0 B147524-0 B25118-0 B127296-0 B167450-0 B126816-0 B183908-0 B90589-0
1845	U1845	B177559 B191869 B41215 B10445 B53303 B7337 B163534	B195265-0 B58345-0 B207637-0 B125622-0 B113594-0 B188923-0 B21723-0 B59767-0 B184396-0 B104086-0 B63948-0 B109161-0 B160439-0 B87928-0 B97831-0 B184384-0 B120700-0 B97677-0 B35802-0 B19556-0
1846	U1846	B165928 B32686 B78698	B30224-0 B197088-0 B110097-0 B145421-0 B19987-0 B44916-0 B129381-0 B22853-0 B45685-0 B104812-0 B47563-0 B128737-0 B102979-0 B166430-0 B40065-0 B36728-0 B122672-0 B48729-0 B77146-0 B72082-0
1847	U1847	B51290 B196118	B17793-0 B118775-0 B37680-0 B1881-0 B67294-0 B154077-0 B43054-0 B146577-0 B35248-0 B212288-0 B125337-0 B182554-0 B148525-0 B196457-0 B116419-0 B78846-0 B198850-0 B117422-0 B73267-0 B62528-0
1848	U1848	B53987	B83888-0 B117554-0 B109012-0 B55465-0 B183582-0 B23853-0 B6069-0 B156824-0 B200491-0 B44254-0 B151191-0 B37107-0 B146701-0 B61848-0 B12335-0 B138166-0 B46148-0 B69644-0 B98015-0 B798-0
1849	U1849	B116669 B161346 B101888 B50542 B57510 B62740 B193480	B133763-0 B165808-0 B184692-0 B119111-0 B22958-0 B50866-0 B62746-0 B204891-0 B180855-0 B168220-0 B95958-0 B175603-0 B6746-0 B159710-0 B57560-0 B56350-0 B112620-0 B144597-1 B22233-0 B177000-0
1850	U1850	B23262 B176913 B66899 B91335	B182811-0 B79330-0 B184240-1 B166975-1 B209796-0 B2711-0 B82349-0 B139237-0 B148525-0 B35523-0 B66131-0 B153024-0 B95654-0 B25622-0 B163158-0 B50292-0 B62640-0 B44294-0 B100593-0 B24815-0
1851	U1851	B181387 B48425 B104024 B106189 B136803 B167969 B106296	B189869-0 B162676-0 B103142-0 B39198-0 B140975-0 B76922-0 B153361-0 B101722-0 B93537-0 B116294-0 B31732-0 B143118-0 B159025-0 B40389-0 B10851-0 B134107-1 B22069-0 B8954-0 B124449-0 B136318-1
1852	U1852	B167769 B168308 B117899	B138975-0 B128044-0 B175261-0 B170755-0 B165295-0 B196260-0 B48760-0 B5064-0 B163311-0 B80625-0 B155748-0 B57567-0 B200950-0 B142333-0 B129831-0 B24815-0 B173086-0 B106093-0 B154009-0 B109985-0
1854	U1854	B113072 B3968 B137397 B16882	B153454-0 B146605-0 B157546-0 B59223-0 B171141-0 B16604-0 B161258-0 B12620-0 B105564-0 B16085-0 B140710-0 B190155-0 B74547-0 B64389-0 B131678-0 B182283-0 B31716-0 B197824-0 B175840-0 B31964-0
1855	U1855	B121802 B102358 B204940 B146474 B166885	B60717-0 B161373-0 B121392-0 B38792-0 B189056-0 B43310-0 B158326-0 B54882-0 B1563-0 B165798-0 B147448-0 B191773-0 B18517-0 B154353-0 B24571-0 B47458-0 B41681-0 B73127-0 B47280-0 B32627-0
1856	U1856	B43987 B132630 B1306 B60454	B134636-0 B91340-0 B109724-0 B37566-0 B183923-0 B88640-0 B18868-0 B128821-0 B72082-0 B51187-0 B47691-0 B78498-0 B143694-0 B193740-0 B175320-0 B185899-0 B65321-0 B1121-0 B110506-0 B158343-0
1857	U1857	B117775 B164829 B151334	B55555-0 B205725-0 B72763-0 B68508-0 B27825-0 B91630-0 B211411-0 B120153-0 B38059-0 B207285-0 B186738-0 B43231-0 B184420-0 B110416-0 B33036-0 B112645-0 B155579-0 B191863-0 B94262-0 B192558-0
1858	U1858	B163534 B190959 B72294	B198365-0 B136540-0 B121426-0 B121265-0 B21746-0 B105748-0 B116118-0 B10135-0 B102979-0 B66612-0 B155853-0 B15332-0 B118777-0 B196109-0 B24558-0 B143013-0 B197088-0 B185305-0 B10162-0 B195315-0
1859	U1859	B91654 B25590 B67141	B79123-0 B7275-0 B122927-0 B33314-0 B28177-0 B170868-0 B162601-0 B11116-0 B78981-0 B150425-0 B85792-0 B96620-0 B58378-0 B58563-0 B12195-0 B22820-0 B167287-0 B210306-0 B200285-0 B59427-0
1860	U1860	B166975 B178700 B6080	B119995-0 B189282-0 B74958-0 B172180-0 B191081-0 B39570-0 B46181-0 B90811-0 B14688-0 B171927-0 B96041-0 B46495-0 B12814-0 B150315-0 B58873-0 B186792-0 B101722-0 B26804-0 B158139-0 B26955-0
1861	U1861	B65630 B71143 B15036 B166475	B59722-0 B189900-0 B140243-0 B102357-0 B145421-0 B34701-0 B34920-0 B113191-0 B52409-0 B67141-0 B62503-0 B15239-0 B46258-0 B53012-0 B158167-0 B36228-0 B171684-0 B30783-0 B29931-0 B17442-0
1862	U1862	B46181 B36967 B29755	B126728-0 B105458-0 B178222-0 B134314-0 B142472-0 B135173-0 B162817-0 B198611-0 B119428-0 B109770-0 B42094-0 B107825-0 B85789-0 B116336-0 B148398-0 B13511-0 B49699-0 B168494-0 B538-0 B23092-0
1863	U1863	B139355 B59495 B37369 B35146 B50267 B104020 B101597	B28504-0 B126868-0 B130992-0 B168709-0 B37506-0 B186312-0 B137745-0 B53505-0 B16637-0 B1668-0 B120021-0 B27361-0 B119066-0 B12780-0 B191081-0 B124182-0 B138393-0 B112061-0 B172137-0 B125152-0
1865	U1865	B191847 B36237 B147816 B16171 B205455 B148499 B90080 B158167	B101445-0 B38727-0 B118593-0 B109814-0 B168814-0 B122383-0 B58093-0 B125556-0 B135143-0 B194853-0 B27437-0 B180074-0 B53820-0 B138817-0 B146714-0 B188185-0 B107022-0 B52838-0 B194920-0 B133159-0
1866	U1866	B158735 B60957 B83036 B11801 B80198	B188038-0 B161641-0 B148944-0 B78821-0 B15328-0 B149115-0 B128566-0 B115104-0 B85530-0 B58922-0 B28575-0 B11070-0 B160868-0 B49519-0 B145499-0 B11844-0 B86788-0 B190639-0 B55947-0 B71780-0
1867	U1867	B131516 B44329 B1697 B83933 B119356 B97180	B155177-0 B48216-0 B14236-0 B3241-0 B68321-0 B90136-0 B181859-0 B39985-0 B106628-0 B180399-0 B5369-0 B16361-0 B147248-0 B51810-0 B40573-0 B16660-0 B125189-0 B39332-0 B129231-0 B142592-0
1868	U1868	B105141 B68357 B74375	B52482-0 B70257-0 B15801-0 B39767-0 B132109-0 B2678-0 B191527-0 B154527-0 B180807-0 B99849-0 B86943-0 B137535-0 B170530-0 B201267-0 B61482-0 B123679-0 B110948-0 B169698-0 B106334-0 B107489-0
1869	U1869	B149558 B132631 B204602	B125007-0 B177758-0 B132871-0 B87306-0 B109227-0 B120905-0 B150701-0 B23005-0 B54885-0 B134107-0 B126642-0 B101043-0 B106530-0 B11070-0 B59929-0 B32671-0 B186176-0 B53104-0 B151531-0 B11276-0
1870	U1870	B2556 B25085 B27585 B7486 B108394 B53505	B186738-0 B69442-0 B128112-0 B191710-0 B188458-0 B51928-0 B136677-0 B69113-0 B194853-0 B23092-0 B195082-0 B100731-0 B879-0 B146322-0 B23048-0 B212024-0 B80764-0 B36462-0 B152115-0 B143085-0
1871	U1871		
1872	U1872	B23613 B106698 B156481 B78846 B123433 B12335 B865	B17880-0 B39753-0 B59722-0 B182095-0 B37032-0 B145761-0 B133308-0 B114047-0 B191138-0 B34192-0 B173681-1 B94591-0 B188282-0 B143956-0 B165630-0 B44002-0 B180960-0 B10806-0 B133026-0 B35097-0
1873	U1873	B89079 B26172 B22751	B131678-0 B212104-0 B180130-0 B53185-0 B152325-0 B65758-0 B33411-0 B143310-0 B200541-0 B186456-0 B88058-0 B146894-0 B72475-0 B76584-0 B188516-0 B150841-0 B2059-0 B117267-0 B131082-0 B189947-0
1874	U1874	B74687	B152514-0 B3526-0 B130729-0 B77839-0 B125660-0 B166365-0 B147960-0 B144052-0 B5692-0 B125886-0 B16166-0 B194373-0 B187119-0 B163074-0 B106285-0 B61611-0 B64701-0 B169108-0 B23946-0 B25381-0
1875	U1875	B87211 B194132 B91982	B39954-0 B11548-0 B10143-0 B100121-0 B164096-0 B47302-0 B116536-0 B184420-0 B7029-0 B191446-0 B13275-0 B2727-0 B163825-0 B116827-0 B3758-0 B88790-0 B88640-0 B105114-0 B170106-0 B56741-0
1876	U1876	B134671 B26174 B120873	B125042-0 B198270-0 B125886-1 B192035-0 B64655-0 B134905-0 B44002-0 B175955-0 B111682-0 B104767-0 B150853-0 B112645-1 B4383-1 B2312-1 B50866-0 B144434-1 B49279-0 B4945-0 B10158-0 B190382-0
1877	U1877	B170508 B85453 B151345 B154188 B174600 B192153 B112144	B190809-0 B113761-0 B4110-0 B207084-0 B60417-0 B208506-0 B40483-0 B189089-0 B171746-0 B102177-0 B103732-0 B161925-0 B136687-0 B64179-0 B37856-0 B161423-0 B45098-0 B201850-0 B140246-0 B198132-0
1878	U1878	B27130 B170319 B35248	B9157-0 B147136-0 B5158-0 B117782-0 B114166-0 B85871-0 B110580-0 B157582-0 B180029-0 B46376-0 B12235-0 B94770-0 B457-0 B166600-0 B76584-0 B38792-0 B47934-0 B14831-0 B78123-0 B85379-0
1879	U1879	B102358 B190273 B53886 B51547 B62752	B144795-0 B61046-0 B162715-0 B136429-0 B112274-0 B29368-0 B154193-0 B34788-0 B105332-0 B192869-0 B31223-0 B82546-0 B117965-0 B142384-0 B206585-0 B194866-0 B133408-0 B87726-0 B112060-0 B134281-0
1880	U1880	B25380 B168787 B131356 B140458 B161359	B198403-0 B11025-0 B166243-0 B62825-0 B118031-0 B86703-0 B197911-0 B137336-0 B9053-0 B51598-0 B52915-0 B101619-0 B186481-0 B15990-0 B178567-0 B129277-0 B161518-0 B91072-0 B136800-0 B8618-0
1881	U1881	B74438 B798 B22957 B157291	B172518-0 B139432-0 B125965-0 B138850-0 B118633-0 B39564-0 B143118-0 B160672-0 B28131-0 B59532-0 B155306-0 B36406-0 B100120-0 B201451-0 B1576-0 B142036-0 B71655-0 B116270-0 B89305-0 B57744-0
1882	U1882	B121451 B144856 B208491 B28598	B185128-0 B61423-0 B108146-0 B90589-0 B38547-0 B123248-0 B9529-0 B56153-0 B129212-0 B137999-0 B24246-0 B141435-0 B117651-0 B129981-0 B169315-0 B36216-0 B113274-0 B52838-0 B178400-0 B194238-0
1883	U1883	B46376 B113167 B110039 B121691	B107615-0 B149586-0 B97037-0 B6073-0 B203230-0 B164511-0 B10225-0 B97311-0 B63736-0 B72774-0 B140048-0 B27219-0 B118730-0 B91166-0 B73283-0 B103638-0 B158714-0 B143353-0 B73283-0 B9752-0
1884	U1884	B22978 B117204 B86732	B30609-0 B6349-0 B167575-0 B161953-0 B106640-0 B170812-0 B92241-0 B112326-0 B63532-0 B121960-0 B85379-0 B87682-0 B193334-0 B161313-0 B150531-0 B39783-0 B190214-0 B134445-0 B51547-0 B185663-0
1885	U1885	B86901 B42447 B51963	B194562-0 B95721-0 B100066-0 B77962-0 B88133-0 B205515-0 B101340-0 B84316-0 B119765-0 B169056-0 B5490-0 B135575-0 B31334-0 B144873-0 B11967-0 B1726-0 B108850-0 B127316-0 B174281-0 B181339-0
1886	U1886	B181983 B16298 B148287 B24474	B200698-0 B116270-0 B211554-0 B1563-0 B114487-0 B70203-0 B198549-0 B91797-0 B159710-0 B76953-0 B64964-0 B121054-0 B107296-0 B18794-0 B9459-0 B123866-0 B27207-0 B168621-0 B49246-0 B35996-0
1887	U1887	B110365 B35680 B182639 B146248 B152160 B28542 B168730 B58301 B180399 B5468 B90136	B103178-0 B16054-0 B102892-0 B50292-0 B137281-0 B137752-0 B69392-0 B98999-0 B207788-0 B24012-0 B46298-0 B46974-0 B1800-0 B34793-0 B189441-0 B114964-1 B90911-0 B91637-0 B15790-0 B205218-0
1888	U1888	B153660 B143291 B159259 B150933 B120420 B74692 B100499 B130365 B110829 B53384	B66075-0 B120367-0 B187390-0 B183026-0 B22795-0 B204678-0 B169835-0 B87937-0 B177080-0 B199221-0 B193826-0 B61802-0 B76462-0 B54781-0 B72601-0 B94244-0 B151935-0 B119837-0 B19661-0 B210706-0
1889	U1889	B109110 B95425 B121472 B59746 B132121 B23262 B119680 B37882 B7486	B116831-0 B152756-0 B53045-0 B139901-0 B83036-0 B47878-0 B197021-0 B166727-0 B196457-0 B60433-0 B107600-0 B170508-0 B14508-0 B131981-0 B108315-0 B19492-0 B189615-0 B90080-0 B28989-0 B48156-0
1890	U1890	B125653 B115692 B99209 B145660 B198194	B70043-0 B6111-0 B158405-0 B17798-0 B157993-0 B192298-0 B117862-0 B127308-0 B21387-0 B35617-0 B56929-0 B122316-0 B63153-0 B118578-0 B6546-0 B106413-0 B75804-0 B203237-0 B165989-0 B86441-0
1891	U1891	B153970 B70061 B23174	B44483-0 B133287-0 B119961-0 B163581-0 B21704-0 B38833-0 B194161-0 B93341-0 B183383-0 B166727-0 B37506-0 B167450-0 B195952-0 B41215-0 B187091-0 B17410-0 B88881-0 B105506-0 B204175-0 B42248-0
1892	U1892		
1893	U1893	B43260 B59912 B71264 B74116 B106611 B177976	B143550-0 B101101-0 B166622-0 B32504-0 B20481-0 B96066-0 B89382-0 B74193-0 B46581-0 B163107-0 B41942-0 B8019-0 B73574-0 B175275-0 B125247-0 B114166-0 B103692-0 B162501-0 B38884-0 B159369-0
1894	U1894	B95048 B117270 B49587	B189494-0 B191281-0 B9459-0 B156212-0 B40757-0 B31043-0 B168457-0 B53408-0 B102472-0 B134504-0 B130068-0 B13434-0 B173693-0 B93469-0 B27498-0 B48774-0 B66655-0 B4264-0 B110365-0 B116888-0
1895	U1895	B209061 B96170 B91115 B37996 B196118	B58922-0 B195058-0 B204628-0 B91166-0 B190744-0 B1434-0 B8618-0 B190768-0 B62856-0 B86131-0 B177631-0 B149515-0 B192778-0 B37883-0 B25011-0 B111697-0 B30223-0 B67364-0 B150425-0 B165087-0
1896	U1896	B165589 B117809 B14651	B25002-0 B94730-0 B129000-0 B185024-0 B99295-0 B94007-0 B163341-0 B44483-0 B114268-0 B157391-0 B70032-0 B67395-0 B159259-0 B19798-0 B45885-0 B119723-0 B46221-0 B186408-0 B108403-0 B114166-0
1897	U1897	B191911 B127491 B61482 B66075	B10225-0 B31628-0 B70904-0 B12635-0 B183923-0 B177353-0 B73531-0 B146767-0 B15977-0 B30062-0 B189832-0 B151192-0 B160180-0 B104837-0 B61029-0 B41956-1 B49733-0 B125886-0 B60491-0 B70904-0
1898	U1898	B148957 B126925 B208929 B80249	B212192-1 B155618-0 B129452-0 B64282-0 B14108-0 B22077-0 B95416-0 B65830-0 B26024-0 B124610-0 B89530-0 B52953-1 B64624-0 B204357-0 B88252-0 B50951-0 B36687-0 B129942-0 B37024-1 B176395-0
1899	U1899	B93223 B174418 B123751 B155711	B32265-0 B102621-0 B209208-0 B98360-0 B187487-0 B136800-0 B190417-0 B116670-0 B59012-0 B25381-0 B156759-0 B149312-0 B52341-0 B153687-0 B25441-0 B131252-0 B88881-0 B120074-0 B116865-0 B129587-0
1900	U1900		
1901	U1901	B156311 B109110 B187352 B145377	B50687-0 B184964-0 B97780-0 B145789-0 B170311-0 B164505-0 B110950-0 B82277-0 B3607-0 B40222-0 B128912-0 B185564-0 B96140-0 B140503-0 B19633-0 B9001-0 B96208-0 B160173-0 B55692-0 B7809-0
1902	U1902	B61482 B58584 B22743 B186656 B125409 B84624 B123720	B124868-0 B179731-0 B43770-0 B98385-0 B132181-0 B16054-0 B133399-0 B149950-0 B21723-0 B11138-0 B39564-0 B137325-0 B9475-0 B36251-0 B9782-0 B90911-0 B34671-0 B99557-0 B104709-0 B125965-0
1903	U1903	B117809 B24424 B39029 B25264	B146248-0 B104542-0 B142450-0 B47435-0 B171174-0 B60314-0 B98783-0 B161037-0 B146701-0 B102597-0 B102626-0 B175840-0 B2802-0 B43937-0 B119723-0 B80262-0 B153882-0 B2716-0 B182679-0 B77177-0
1904	U1904	B191746 B151286 B128780	B16811-0 B75961-0 B178225-0 B8534-0 B135111-0 B110176-0 B185583-0 B134225-0 B64285-0 B161930-0 B96104-0 B188940-0 B10937-0 B169376-0 B130309-0 B144597-0 B17222-0 B3241-0 B63209-0 B198866-0
1905	U1905		
1906	U1906	B41203 B18567 B29751	B29935-0 B93086-0 B165808-0 B37103-0 B27480-0 B154567-0 B99057-0 B15546-0 B65321-0 B94812-0 B184689-0 B135173-0 B153992-0 B22065-0 B157805-0 B20309-0 B35097-0 B50498-0 B122219-0 B19807-0
1907	U1907	B125296 B63153 B74802 B163539 B151771 B149684 B196934	B121260-0 B43671-0 B12953-0 B166407-0 B98001-0 B22321-0 B153030-0 B25875-0 B69114-0 B125409-0 B151551-0 B152865-0 B71940-0 B59816-0 B121672-0 B176359-0 B152995-0 B96747-0 B160963-0 B77858-0
1908	U1908	B92610 B209336 B116926	B136298-0 B112700-0 B175931-0 B23030-0 B49733-0 B184357-0 B92846-0 B27909-0 B9361-0 B67478-0 B183648-0 B47691-0 B138157-0 B49599-0 B120905-0 B24927-0 B186656-0 B1257-0 B16778-0 B285-0
1909	U1909	B143419 B23005 B98026	B150021-0 B138502-0 B89434-0 B164936-0 B35072-0 B71603-0 B70239-0 B193677-0 B145827-0 B112967-0 B49233-0 B107176-0 B8400-0 B134905-0 B133110-0 B39564-0 B199526-0 B134205-0 B67856-0 B38135-0
1910	U1910	B27026 B21706 B18590 B109099	B121689-0 B141603-0 B184686-0 B13145-0 B58773-0 B23221-0 B203683-0 B13585-0 B74137-0 B102107-0 B45114-0 B39803-0 B211554-0 B191446-0 B68756-0 B186213-0 B156958-0 B109251-1 B61565-1 B47802-0
1911	U1911	B36237 B61844 B70904	B135784-0 B111628-0 B55983-0 B159745-0 B106285-0 B24142-0 B23010-0 B184375-0 B67195-0 B195917-0 B103692-0 B814-0 B57732-0 B11095-0 B2169-0 B11694-0 B64901-0 B110068-0 B27219-0 B191019-0
1912	U1912	B85277 B182644 B124327	B122383-0 B68500-0 B120688-0 B19497-0 B64593-0 B8104-0 B94180-0 B167582-0 B130480-0 B26363-0 B186215-0 B11880-0 B152288-0 B196846-0 B185812-0 B129915-0 B54023-0 B8975-0 B119023-0 B1967-0
1913	U1913	B172438 B29009 B188131 B45539 B155306 B72068 B158735	B139237-0 B118457-0 B21723-0 B14020-0 B108985-0 B156911-0 B49246-0 B7409-0 B43032-0 B59223-0 B43531-0 B81497-0 B206950-0 B146926-0 B57397-0 B36135-0 B10568-0 B202810-0 B48694-0 B21259-0
1914	U1914	B32884 B79880 B39492 B24824	B5692-0 B24424-0 B191732-0 B33867-0 B164348-0 B58757-1 B123248-0 B44833-0 B59841-0 B145827-0 B184347-1 B31175-0 B166727-0 B144230-0 B119356-0 B203230-0 B112392-1 B187925-0 B22227-1 B52835-0
1917	U1917	B60131 B6904 B457 B24091 B104808 B120377	B111442-0 B59823-0 B155759-0 B7052-0 B31490-0 B182491-0 B95776-0 B56667-0 B171292-0 B185504-0 B36513-0 B4485-0 B183026-0 B130391-0 B27498-0 B3580-0 B37791-0 B126642-0 B7715-0 B132965-0
1918	U1918	B119570 B97831 B131601	B185171-0 B11371-0 B54408-0 B2574-0 B54085-0 B168468-0 B204154-0 B67952-0 B151848-0 B134658-0 B173781-0 B18647-0 B200275-0 B201780-0 B2655-0 B68763-0 B186056-0 B101428-0 B122927-0 B174290-0
1919	U1919	B22964 B205681 B22278 B70 B86829 B81913	B60445-0 B126822-0 B143745-0 B127296-0 B169235-0 B161932-0 B63435-0 B41292-0 B138277-0 B140503-0 B190503-0 B159259-0 B41532-0 B109976-0 B81196-0 B48702-0 B170168-0 B191577-0 B167834-0 B21928-0
1920	U1920	B199467 B30162 B24578 B5088 B186509 B15185	B78173-0 B190635-1 B136800-0 B114209-0 B30852-0 B130344-0 B193495-0 B48998-0 B21866-0 B128412-0 B43182-0 B152412-0 B137737-1 B9475-0 B130915-0 B105832-0 B39591-0 B168436-0 B126566-0 B68500-0
1921	U1921	B156146 B155459 B153970 B15017 B33962 B39657 B169450	B182808-0 B114506-0 B187390-0 B145390-0 B132840-0 B149596-0 B135019-0 B143069-0 B25678-0 B152765-0 B47458-0 B183523-0 B94546-0 B133399-0 B170913-0 B127309-0 B63898-0 B131242-0 B131678-0 B163797-0
1922	U1922	B131516 B116836 B151695 B145578 B97886	B186391-0 B128962-0 B87221-0 B152437-0 B26366-0 B162465-0 B71039-0 B48661-0 B185461-0 B46088-0 B34537-0 B122292-0 B169825-0 B122309-0 B59085-0 B80198-0 B53315-0 B191773-0 B66083-0 B58345-0
1923	U1923	B119570 B53243 B161995	B183714-0 B197740-0 B27469-0 B34920-0 B23938-0 B47768-0 B21242-0 B170530-0 B73428-0 B57567-0 B183714-0 B152378-0 B2210-0 B60373-0 B161690-0 B158405-0 B49424-0 B144849-0 B186142-0 B36711-0
1924	U1924	B44822 B43158 B98097 B127619 B17251 B128490	B166344-0 B150933-0 B75809-0 B27898-0 B66233-0 B414-0 B2250-0 B93062-0 B122384-0 B170311-0 B198789-0 B100338-0 B142506-0 B193354-0 B62999-0 B103511-0 B90206-0 B140927-0 B423-0 B140739-0
1925	U1925	B130605 B156057 B94068	B115104-0 B147280-0 B176135-0 B133006-0 B16171-0 B152378-0 B120582-0 B8689-0 B49905-0 B178850-0 B140315-0 B407-0 B18416-0 B176395-0 B118661-0 B30578-0 B47811-0 B181047-0 B71415-0 B125443-0
1926	U1926	B165643 B29058 B153970	B129472-0 B16821-0 B26375-0 B12953-0 B107334-0 B182854-0 B86083-0 B115994-0 B28500-0 B90911-0 B154998-0 B92578-0 B35159-0 B121952-0 B168547-0 B116003-0 B139237-0 B66530-0 B12335-0 B44330-0
1927	U1927	B118340 B97831 B140739 B14831 B24824 B101159 B43032 B173086 B83156 B80117 B64532 B42440 B129000 B169160	B133641-0 B38112-0 B156958-0 B162254-0 B154948-0 B43823-0 B189360-1 B62038-0 B146354-0 B196404-0 B60121-0 B162957-0 B42649-0 B161704-0 B128494-0 B19204-0 B66991-1 B52417-0 B78985-0 B2206-0
1928	U1928	B197116 B5624 B160060	B160100-0 B27110-0 B42476-0 B156962-0 B28598-0 B91821-0 B102540-0 B155968-0 B200001-0 B10746-0 B30895-0 B3343-0 B90171-0 B155893-0 B36896-0 B33622-0 B7862-0 B61482-0 B26242-0 B165295-0
1929	U1929	B83966 B64243 B79786 B112919 B148478	B135552-0 B28807-0 B155213-0 B42094-0 B60065-0 B93819-0 B107735-0 B119376-0 B208051-0 B208157-0 B69749-0 B155162-0 B11797-0 B102296-0 B8003-0 B156215-0 B177353-0 B178802-0 B102864-0 B68742-0
