User,Entities
U1441,"['Q14413', 'Q5253456', 'Q224113']"
U1442,['Q1370999']
U1443,"['Q82884', 'Q762', 'Q6831417', 'Q13389890', 'Q7345', 'Q81689', 'Q18029196']"
U1444,"['Q19186', 'Q114870393', 'Q50353872']"
U1445,"['Q189819', 'Q1156970', 'Q102396144', 'Q345367', 'Q9174', 'Q1542557', 'Q187520', 'Q16559', 'Q21469784']"
U1446,['Q310135']
U1447,"['Q46644402', 'Q820655', 'Q16618236']"
U1448,"['Q2090092', 'Q3131572']"
U1449,"['Q47231', 'Q20738981', 'Q3884', 'Q37448332', 'Q4982905', 'Q1089094', 'Q573988', 'Q543671', 'Q1860', 'Q454', 'Q327321', 'Q1231746']"
U1450,"['Q7559', 'Q43297', 'Q181907', 'Q18608319', 'Q2331289']"
U1451,"['Q8', 'Q15070553', 'Q808266']"
U1452,"['Q1866689', 'Q388', 'Q9135']"
U1453,['Q39246']
U1454,"['Q482994', 'Q726', 'Q6760787', 'Q15440929']"
U1455,"['Q26282314', 'Q18028491', 'Q109427596', 'Q3569249', 'Q228494', 'Q138311', 'Q233265', 'Q431890', 'Q15290']"
U1456,"['Q4656074', 'Q1778168', 'Q136469', 'Q22673', 'Q711821']"
U1457,"['Q686223', 'Q537750', 'Q1339677', 'Q182658']"
U1458,"['Q37571449', 'Q14317024', 'Q101874531', 'Q473252', 'Q327321']"
U1459,"['Q224078', 'Q106740', 'Q13632220', 'Q673615', 'Q27429562', 'Q170534', 'Q150', 'Q116', 'Q306764', 'Q76331676', 'Q96023719', 'Q3543591', 'Q21448013', 'Q42686913', 'Q309082', 'Q57046797']"
U1460,['Q190684']
U1461,"['Q7634304', 'Q3917267', 'Q208165']"
U1462,"['Q892', 'Q13651404', 'Q1143561', 'Q1475036', 'Q19866947']"
U1463,"['Q29930834', 'Q2584003', 'Q735', 'Q37151', 'Q49126', 'Q13371', 'Q1143635', 'Q108571684', 'Q14748', 'Q8731', 'Q2845288', 'Q2524499']"
U1464,"['Q166', 'Q1535240', 'Q35798', 'Q2100759', 'Q41402', 'Q15290']"
U1465,"['Q23556', 'Q833345']"
U1466,"['Q896910', 'Q42289']"
U1467,"['Q5121791', 'Q199478', 'Q60', 'Q3650584', 'Q659653', 'Q11260', 'Q69488', 'Q22713098', 'Q13099113', 'Q220546', 'Q6390605', 'Q9684', 'Q1645493', 'Q1475036', 'Q47928', 'Q64978880']"
U1468,"['Q12213265', 'Q74359', 'Q18783790', 'Q892', 'Q185737', 'Q208870', 'Q46302', 'Q25107', 'Q5580853', 'Q12826225', 'Q19866947']"
U1469,['Q38107']
U1470,"['Q23445', 'Q328804', 'Q111451275', 'Q236', 'Q96']"
U1471,[]
U1472,"['Q906856', 'Q5353651']"
U1473,"['Q4653', 'Q209690', 'Q709140', 'Q1473420']"
U1474,"['Q175081', 'Q55800', 'Q2980154']"
U1475,"['Q107153285', 'Q1940766']"
U1476,"['Q185118', 'Q272937', 'Q189']"
U1477,"['Q667', 'Q22698', 'Q1384']"
U1478,"['Q30', 'Q188642']"
U1479,"['Q7376362', 'Q21506826', 'Q55456098', 'Q37571859', 'Q126084', 'Q165', 'Q83241', 'Q106039', 'Q80043339', 'Q9142', 'Q17549077', 'Q16563485', 'Q35323', 'Q7325', 'Q2253414', 'Q846570', 'Q801', 'Q35509', 'Q747547', 'Q172988', 'Q99981073', 'Q946997', 'Q428995', 'Q313056', 'Q1419', 'Q36387', 'Q47740', 'Q502126', 'Q6745601', 'Q20666268', 'Q256', 'Q24603', 'Q161387', 'Q9288', 'Q5043', 'Q432', 'Q9268', 'Q1845', 'Q7748', 'Q11574', 'Q473252']"
U1480,"['Q864928', 'Q4964182', 'Q5892851', 'Q189021']"
U1481,"['Q8442', 'Q9056', 'Q1424762', 'Q188']"
U1482,['Q3022822']
U1483,"['Q176694', 'Q30', 'Q46384', 'Q846570', 'Q12819497', 'Q149127', 'Q10225', 'Q397', 'Q54050', 'Q188', 'Q812', 'Q183', 'Q62084668', 'Q801', 'Q1124', 'Q686822', 'Q241', 'Q15180', 'Q319079', 'Q205586', 'Q8023', 'Q15', 'Q8799', 'Q573', 'Q3177899']"
U1484,"['Q33979', 'Q15868042']"
U1485,"['Q4610556', 'Q219862', 'Q876158', 'Q235034']"
U1486,['Q17149756']
U1487,"['Q223155', 'Q10437', 'Q7873']"
U1488,"['Q1611595', 'Q34442', 'Q152690', 'Q1304632', 'Q21452544']"
U1489,"['Q59774', 'Q35230', 'Q20671646', 'Q14518815', 'Q371912', 'Q106039']"
U1490,"['Q34442', 'Q1400881', 'Q37090290']"
U1491,"['Q190007', 'Q18533467', 'Q2745954', 'Q6849341', 'Q96463645', 'Q380107', 'Q4337567', 'Q3431654']"
U1492,['Q844791']
U1493,"['Q307', 'Q2349689', 'Q7559', 'Q34433']"
U1494,"['Q52470', 'Q1682564', 'Q746251', 'Q7766661', 'Q170579']"
U1495,"['Q1647282', 'Q846570', 'Q2434238']"
U1496,['Q585222']
U1497,"['Q675316', 'Q668', 'Q876323']"
U1498,"['Q130171', 'Q8037768', 'Q1029166', 'Q274317', 'Q3707571', 'Q44546', 'Q926348', 'Q907311', 'Q35339', 'Q905750']"
U1499,"['Q39193', 'Q4653', 'Q1779558']"
U1500,['Q145']
U1501,"['Q9820', 'Q64699672', 'Q195', 'Q25161']"
U1502,"['Q14125950', 'Q1524045', 'Q2090092', 'Q23828691', 'Q7597860']"
U1503,"['Q451967', 'Q145']"
U1504,"['Q7439118', 'Q6453423', 'Q106039', 'Q25686', 'Q289891', 'Q23479', 'Q7565', 'Q177232']"
U1505,['Q81895']
U1506,"['Q273395', 'Q91013007']"
U1507,"['Q511593', 'Q1158535', 'Q7569', 'Q4543031']"
U1508,"['Q1922209', 'Q101843', 'Q39212', 'Q334634']"
U1509,"['Q155026', 'Q16869654', 'Q203872', 'Q938470', 'Q4925623', 'Q72035926']"
U1510,"['Q316', 'Q40831', 'Q5802496', 'Q861482', 'Q19826496', 'Q11059', 'Q1272055', 'Q1415', 'Q176694', 'Q49074', 'Q42', 'Q726177']"
U1511,"['Q578', 'Q27125387', 'Q846570', 'Q571']"
U1512,"['Q864928', 'Q7974', 'Q60', 'Q865054']"
U1513,['Q3947']
U1514,"['Q39829', 'Q693055', 'Q265868', 'Q116', 'Q742226', 'Q64876093', 'Q943', 'Q25373', 'Q161775', 'Q1869874', 'Q208263', 'Q1510380']"
U1515,"['Q478798', 'Q11965963']"
U1516,[]
U1517,['Q26541']
U1518,"['Q1845', 'Q11167678', 'Q928', 'Q555797', 'Q213510', 'Q93191', 'Q1377716', 'Q974', 'Q17549077']"
U1519,"['Q515', 'Q11889185', 'Q641', 'Q473252']"
U1520,"['Q45199', 'Q11446', 'Q597788', 'Q45097531', 'Q533958', 'Q1338914', 'Q5434344', 'Q128309', 'Q2166722', 'Q937857', 'Q429796', 'Q1473420', 'Q6056746', 'Q13586691', 'Q50621704', 'Q15298259', 'Q93352']"
U1521,"['Q48282', 'Q7566', 'Q1211139', 'Q104612841', 'Q65640159']"
U1522,"['Q162827', 'Q7504324', 'Q222171', 'Q181907', 'Q1642740', 'Q21483127', 'Q450675', 'Q985262', 'Q720975', 'Q1418583']"
U1523,"['Q1221042', 'Q6453423', 'Q1078487', 'Q5043', 'Q106039']"
U1524,"['Q217002', 'Q7559', 'Q105167', 'Q7850', 'Q148', 'Q21492113', 'Q7737']"
U1525,"['Q3266236', 'Q1548123', 'Q50776', 'Q27468', 'Q79', 'Q16846801', 'Q231156', 'Q46721']"
U1526,['Q244521']
U1527,"['Q111824900', 'Q498640', 'Q230476', 'Q1268']"
U1528,"['Q7376362', 'Q1475036', 'Q361653']"
U1529,"['Q785351', 'Q106465', 'Q16870323', 'Q18452680']"
U1530,[]
U1531,"['Q3266236', 'Q1548123', 'Q106039', 'Q825', 'Q6899212', 'Q160730', 'Q41', 'Q5287', 'Q78511', 'Q215085']"
U1532,"['Q3469463', 'Q6296982', 'Q145']"
U1533,"['Q977906', 'Q1952877', 'Q255209', 'Q1406472', 'Q15631157', 'Q862645', 'Q19100', 'Q4481225', 'Q672087', 'Q375723', 'Q1399875', 'Q38337', 'Q715641', 'Q142', 'Q517', 'Q38712', 'Q45328', 'Q23482', 'Q12788009']"
U1534,"['Q29416331', 'Q3947', 'Q2', 'Q39297', 'Q612540', 'Q80900', 'Q7313', 'Q7850', 'Q30', 'Q76718', 'Q14915267', 'Q148', 'Q514797', 'Q846570', 'Q4528220', 'Q19939']"
U1535,"['Q875262', 'Q72145759', 'Q63883887', 'Q16515248']"
U1536,"['Q2742874', 'Q25161', 'Q334']"
U1537,"['Q43650835', 'Q424325', 'Q36591']"
U1538,"['Q127683', 'Q59697', 'Q1860', 'Q2609948', 'Q316', 'Q21142133', 'Q194187', 'Q37553100', 'Q15639217', 'Q18088111']"
U1539,"['Q1121708', 'Q23572']"
U1540,"['Q968539', 'Q1535240', 'Q203828', 'Q246693', 'Q473252', 'Q17486714', 'Q7683856']"
U1541,"['Q51598661', 'Q80967', 'Q1384']"
U1542,"['Q29514218', 'Q841509', 'Q454', 'Q7243', 'Q3822096', 'Q20738981']"
U1543,"['Q5369', 'Q1026932', 'Q9816']"
U1544,"['Q19809', 'Q503354', 'Q25327']"
U1545,"['Q4830453', 'Q191582', 'Q974']"
U1546,"['Q3133', 'Q1214', 'Q100248940', 'Q2296959', 'Q19809']"
U1547,['Q3289701']
U1548,"['Q281928', 'Q19035548', 'Q3243564', 'Q9358', 'Q15292', 'Q8035029', 'Q7661203', 'Q846570', 'Q9061', 'Q64397296']"
U1549,"['Q37572173', 'Q12328016', 'Q85447840']"
U1550,"['Q23445', 'Q54050', 'Q1762022', 'Q544207', 'Q49115']"
U1551,"['Q187986', 'Q146763', 'Q42519']"
U1552,"['Q3947', 'Q107679', 'Q3521208']"
U1553,"['Q182882', 'Q166419', 'Q6136526', 'Q316138', 'Q33126963', 'Q14713191', 'Q216124', 'Q18619974', 'Q157627', 'Q2306710', 'Q492342', 'Q3477875', 'Q694550', 'Q7580097', 'Q5142270', 'Q656', 'Q5471257', 'Q61635643', 'Q43421', 'Q1158485', 'Q178561', 'Q5547850', 'Q16851136', 'Q4991371', 'Q881937', 'Q178790']"
U1554,"['Q184366', 'Q2446790', 'Q896910']"
U1555,"['Q1422583', 'Q203872', 'Q21050435', 'Q1366919', 'Q692', 'Q145']"
U1556,"['Q167037', 'Q10225', 'Q8161', 'Q7689353', 'Q876082', 'Q83460', 'Q20746571', 'Q2648323', 'Q5271493', 'Q161118', 'Q9696', 'Q107600013', 'Q320378', 'Q311147', 'Q361945', 'Q126695']"
U1557,['Q5434608']
U1558,"['Q105393880', 'Q145']"
U1559,"['Q217164', 'Q590252', 'Q20', 'Q686223', 'Q7569', 'Q145']"
U1560,"['Q3177043', 'Q913073']"
U1561,"['Q12826225', 'Q1404101', 'Q385494', 'Q200', 'Q201']"
U1562,"['Q14915269', 'Q2527546', 'Q268196', 'Q90917333', 'Q22', 'Q23413', 'Q16281395', 'Q63521566', 'Q202177', 'Q495635', 'Q107099713', 'Q1030544', 'Q846570', 'Q189784']"
U1563,"['Q4569738', 'Q523', 'Q5691803']"
U1564,"['Q472228', 'Q37111148', 'Q35064', 'Q170534']"
U1565,"['Q4', 'Q1747121', 'Q603773', 'Q606154', 'Q2529610', 'Q204566', 'Q1517614', 'Q313627', 'Q16870323']"
U1566,"['Q1313', 'Q862823', 'Q617079']"
U1567,"['Q164294', 'Q220546', 'Q7443961', 'Q4583', 'Q104612841', 'Q847179', 'Q1561114']"
U1568,"['Q1932016', 'Q30015788', 'Q678', 'Q726177', 'Q145', 'Q812', 'Q1037', 'Q23444', 'Q16869638', 'Q35269']"
U1569,"['Q28970859', 'Q521', 'Q87656127', 'Q26839861', 'Q77108891', 'Q177635', 'Q5094647', 'Q57704418', 'Q34687', 'Q33057']"
U1570,"['Q1514190', 'Q44946', 'Q113925598', 'Q37051198', 'Q20444585', 'Q16474']"
U1571,"['Q4656074', 'Q1778168', 'Q69470777', 'Q2195840', 'Q21', 'Q10302017', 'Q25114881']"
U1572,"['Q16249110', 'Q18185', 'Q3914', 'Q16938807']"
U1573,"['Q37169790', 'Q94077049']"
U1574,"['Q32843082', 'Q309988', 'Q1554377', 'Q755202', 'Q43600', 'Q16515248']"
U1575,['Q1242174']
U1576,"['Q168983', 'Q89391592', 'Q61940297']"
U1577,[]
U1578,"['Q129895', 'Q2362462', 'Q25357']"
U1579,"['Q108140545', 'Q2448865', 'Q769508', 'Q79015', 'Q338430', 'Q2695156', 'Q80370', 'Q15726959']"
U1580,"['Q668885', 'Q355406', 'Q1616828', 'Q8337', 'Q216896', 'Q75984400']"
U1581,"['Q478798', 'Q104699567']"
U1582,"['Q82464', 'Q9147', 'Q30875', 'Q465417']"
U1583,"['Q36288', 'Q1612', 'Q99', 'Q667', 'Q62', 'Q1494', 'Q7570056', 'Q11059']"
U1584,"['Q3947', 'Q56139', 'Q14317024', 'Q545599']"
U1585,"['Q11042', 'Q18097']"
U1586,['Q14620']
U1587,['Q7569']
U1588,"['Q3131572', 'Q3884', 'Q136469']"
U1589,"['Q3480335', 'Q16870804', 'Q6495363']"
U1590,"['Q4913168', 'Q15868042', 'Q30', 'Q19816507']"
U1591,"['Q178885', 'Q473252']"
U1592,"['Q131066', 'Q1998865', 'Q12791', 'Q82799']"
U1593,"['Q62833385', 'Q2455418', 'Q557615', 'Q1550460', 'Q158950']"
U1594,"['Q5574335', 'Q208101', 'Q6738241', 'Q6860336', 'Q494244']"
U1595,['Q699405']
U1596,"['Q16938807', 'Q2']"
U1597,"['Q90', 'Q23434', 'Q16390434', 'Q174596', 'Q193417', 'Q4409419']"
U1598,"['Q12099', 'Q80462', 'Q1203', 'Q720235', 'Q60', 'Q29281', 'Q4989650', 'Q160409']"
U1599,"['Q575', 'Q25203390']"
U1600,"['Q148', 'Q2138622', 'Q474191', 'Q718113', 'Q578', 'Q133805', 'Q1299', 'Q188874', 'Q213', 'Q902', 'Q2699786', 'Q2665383', 'Q87064605', 'Q35102', 'Q410020', 'Q40053']"
U1601,"['Q967236', 'Q12826225', 'Q19866947', 'Q892', 'Q115283264', 'Q208870', 'Q204920']"
U1602,"['Q6377001', 'Q4121916', 'Q4830453', 'Q312579', 'Q153408']"
U1603,"['Q676', 'Q1519335', 'Q19809', 'Q1978454', 'Q5686']"
U1604,"['Q3947', 'Q429948', 'Q1537', 'Q804', 'Q846570']"
U1605,"['Q83310', 'Q5', 'Q39212']"
U1606,"['Q42989', 'Q2227672']"
U1607,"['Q622645', 'Q16883905']"
U1608,['Q80930']
U1609,[]
U1610,[]
U1611,"['Q7560', 'Q1158489', 'Q2612000', 'Q505619']"
U1612,"['Q30', 'Q5727902', 'Q18086706']"
U1613,[]
U1614,"['Q7569', 'Q21511069']"
U1615,"['Q43238', 'Q2536900']"
U1616,"['Q1510380', 'Q16868672', 'Q96323974', 'Q975490', 'Q2576428', 'Q4264539', 'Q1553', 'Q216530', 'Q16423093', 'Q204170', 'Q37048761', 'Q22078004', 'Q20', 'Q16280793', 'Q6492606']"
U1617,['Q13184']
U1618,"['Q2712867', 'Q192039', 'Q364753', 'Q876323']"
U1619,"['Q13224629', 'Q496818']"
U1620,"['Q108631', 'Q668', 'Q148', 'Q30', 'Q684']"
U1621,"['Q37117147', 'Q846570', 'Q7737', 'Q6698880']"
U1622,"['Q115927766', 'Q1429051', 'Q173395', 'Q843267', 'Q11059']"
U1623,"['Q6501864', 'Q1159', 'Q4653502', 'Q5133092']"
U1624,"['Q234604', 'Q18066679', 'Q846570', 'Q60', 'Q7560']"
U1625,"['Q34006', 'Q19689389', 'Q2488257', 'Q408', 'Q15821965', 'Q50401148', 'Q774414', 'Q488004']"
U1626,['Q165']
U1627,"['Q161775', 'Q46637', 'Q11575', 'Q39829', 'Q578', 'Q133279', 'Q744102', 'Q16275174', 'Q172241', 'Q17014548', 'Q471214', 'Q116']"
U1628,[]
U1629,"['Q153641', 'Q1031383', 'Q1126831']"
U1630,"['Q18869', 'Q334001', 'Q874669', 'Q145']"
U1631,"['Q3277092', 'Q145', 'Q8681']"
U1632,"['Q51406', 'Q215616', 'Q7737833']"
U1633,['Q83155']
U1634,['Q65194528']
U1635,"['Q12826225', 'Q19866947', 'Q45100847']"
U1636,"['Q316', 'Q2413277', 'Q106782813', 'Q494367', 'Q370693']"
U1637,"['Q2130276', 'Q206004', 'Q822282', 'Q844837', 'Q1321', 'Q876323', 'Q7450902', 'Q181634', 'Q1347426', 'Q17501723', 'Q182575', 'Q8242']"
U1638,['Q116']
U1639,"['Q14045', 'Q5273250', 'Q1865281', 'Q4985', 'Q174596', 'Q132072', 'Q1194023', 'Q145', 'Q191037', 'Q183403', 'Q19582298', 'Q1774102', 'Q930412', 'Q1860', 'Q695883', 'Q684', 'Q679', 'Q34743', 'Q150225', 'Q1924602', 'Q136469', 'Q2630009', 'Q15290', 'Q196561']"
U1640,"['Q16186381', 'Q624739', 'Q28640']"
U1641,"['Q4575936', 'Q482633', 'Q302']"
U1642,"['Q111152577', 'Q41415', 'Q1136594', 'Q62554803']"
U1643,"['Q80370', 'Q163872', 'Q251868', 'Q732858', 'Q1355111', 'Q214062', 'Q7812477']"
U1644,['Q49114']
U1645,['Q16515248']
U1646,"['Q806880', 'Q4489450', 'Q21507313', 'Q199804']"
U1647,"['Q217164', 'Q590252', 'Q20']"
U1648,"['Q6525835', 'Q3884']"
U1649,"['Q118165304', 'Q750553', 'Q37318248', 'Q1643997']"
U1650,"['Q13266', 'Q86521', 'Q25379', 'Q41316865']"
U1651,"['Q353659', 'Q206357', 'Q30', 'Q84', 'Q14915267', 'Q5729485', 'Q75477017']"
U1652,"['Q131395', 'Q178885']"
U1653,"['Q12826225', 'Q1404101', 'Q385494', 'Q200', 'Q201', 'Q15228', 'Q2668292', 'Q1860', 'Q16093816', 'Q16871005', 'Q892', 'Q74359']"
U1654,"['Q927277', 'Q2514663']"
U1655,"['Q3402263', 'Q650689', 'Q9394', 'Q122035', 'Q2666084', 'Q23118', 'Q571']"
U1656,"['Q14045', 'Q8124', 'Q1475036', 'Q1865281', 'Q19582298']"
U1657,"['Q26972867', 'Q1486269', 'Q19428144', 'Q1723772']"
U1658,"['Q1067610', 'Q23', 'Q55008305', 'Q4745144', 'Q28180', 'Q58535674', 'Q1853362', 'Q31184', 'Q5474624', 'Q46525']"
U1659,"['Q5167149', 'Q30', 'Q156839', 'Q45581', 'Q37230']"
U1660,"['Q302', 'Q9174', 'Q106039']"
U1661,"['Q7270', 'Q213051', 'Q21492968', 'Q948966', 'Q506', 'Q859', 'Q913', 'Q7756922', 'Q9235', 'Q37621', 'Q16872404', 'Q83405', 'Q6691', 'Q21590660', 'Q5891', 'Q482', 'Q9358', 'Q684', 'Q2005649', 'Q148285', 'Q179266', 'Q9441', 'Q42891', 'Q7087', 'Q3236990', 'Q128938', 'Q845069', 'Q42040', 'Q1218', 'Q101322', 'Q9200', 'Q1067']"
U1662,"['Q3947', 'Q837116', 'Q23488', 'Q23768', 'Q1854561', 'Q49108']"
U1663,"['Q7913', 'Q66741638', 'Q315', 'Q150', 'Q1321']"
U1664,"['Q235356', 'Q3947', 'Q12282662']"
U1665,"['Q106321353', 'Q318']"
U1666,['Q178450']
U1667,['Q33959']
U1668,"['Q336', 'Q46611', 'Q7011482', 'Q23548', 'Q37340', 'Q7058124', 'Q372215', 'Q11989789', 'Q11449353', 'Q79860', 'Q173', 'Q23633', 'Q405', 'Q110953822', 'Q108886', 'Q1357']"
U1669,"['Q617357', 'Q1321', 'Q171091', 'Q48963', 'Q4', 'Q110226388', 'Q8877']"
U1670,[]
U1671,['Q178885']
U1672,['Q711821']
U1673,['Q80130']
U1674,"['Q80689', 'Q7344031']"
U1675,"['Q7569', 'Q860605', 'Q646426']"
U1676,"['Q1899860', 'Q55480737', 'Q8337', 'Q210059', 'Q668885']"
U1677,"['Q344266', 'Q483881', 'Q11341', 'Q178450', 'Q528166', 'Q157195', 'Q80689', 'Q215819', 'Q47607', 'Q2378']"
U1678,"['Q3138174', 'Q699405', 'Q3914']"
U1679,"['Q1064569', 'Q754435', 'Q216188', 'Q1413', 'Q76557', 'Q21']"
U1680,"['Q6542551', 'Q105167', 'Q2136099', 'Q201', 'Q15180', 'Q30', 'Q21492113']"
U1681,"['Q7559', 'Q189', 'Q42165', 'Q165', 'Q23020710', 'Q534861', 'Q1415', 'Q106039']"
U1682,"['Q134307', 'Q483501', 'Q6882', 'Q967040', 'Q16390434']"
U1683,"['Q20671646', 'Q384188', 'Q810', 'Q14639649', 'Q481809', 'Q846570', 'Q2408876']"
U1684,"['Q3419343', 'Q864928', 'Q336', 'Q39246', 'Q43074646', 'Q161562', 'Q8124', 'Q6447863', 'Q241750', 'Q159288']"
U1685,"['Q637849', 'Q3702771', 'Q184785', 'Q21449044', 'Q3830942', 'Q2897866', 'Q13585060', 'Q131346', 'Q12898824', 'Q20002055']"
U1686,"['Q3110266', 'Q180377', 'Q1197489', 'Q49272', 'Q150225', 'Q696413', 'Q3568811', 'Q65']"
U1687,['Q8094']
U1688,"['Q1368', 'Q7978035', 'Q3884']"
U1689,"['Q17017552', 'Q454920', 'Q19333520', 'Q650324', 'Q27', 'Q75687', 'Q112892662', 'Q2463598', 'Q34968011', 'Q27709244']"
U1690,"['Q82464', 'Q358863']"
U1691,"['Q852190', 'Q2565', 'Q24862']"
U1692,"['Q74359', 'Q12826225', 'Q892', 'Q40831', 'Q15290', 'Q185737']"
U1693,"['Q133485', 'Q4167836']"
U1694,['Q1134763']
U1695,"['Q48438', 'Q9420']"
U1696,"['Q908051', 'Q1514585', 'Q98812137', 'Q2162940', 'Q19374847', 'Q50776', 'Q170509', 'Q21450908', 'Q526709', 'Q17521245']"
U1697,['Q74359']
U1698,[]
U1699,['Q26006']
U1700,[]
U1701,[]
U1702,"['Q6648563', 'Q6453423', 'Q5043', 'Q106039', 'Q216545', 'Q13211738', 'Q1845', 'Q302', 'Q1078487']"
U1703,"['Q16154105', 'Q1066997']"
U1704,"['Q622086', 'Q179718', 'Q16479562', 'Q5486209', 'Q462169', 'Q106039', 'Q846570', 'Q150', 'Q46', 'Q467']"
U1705,"['Q1146902', 'Q182455']"
U1706,"['Q740696', 'Q14125950', 'Q10133']"
U1707,"['Q12140', 'Q1226328', 'Q21494023', 'Q13418073', 'Q722462', 'Q846570', 'Q3162707', 'Q48418696', 'Q15080511', 'Q30', 'Q3914', 'Q33923', 'Q18498', 'Q12199', 'Q9554', 'Q571', 'Q61']"
U1708,"['Q392371', 'Q39073297', 'Q21020449', 'Q56752836']"
U1709,"['Q23445', 'Q40131371', 'Q34467', 'Q9200']"
U1710,"['Q970397', 'Q319871']"
U1711,['Q6780853']
U1712,"['Q381072', 'Q192677', 'Q1342838', 'Q846570', 'Q30', 'Q42418', 'Q796']"
U1713,"['Q33923', 'Q625743', 'Q388', 'Q122', 'Q3241706', 'Q72175831', 'Q75', 'Q9158', 'Q2248059', 'Q719645', 'Q4117800', 'Q1301371', 'Q158668', 'Q190868', 'Q3966', 'Q226264', 'Q108515977', 'Q99522702', 'Q624167', 'Q568234', 'Q35473', 'Q6208424', 'Q11403', 'Q845135', 'Q102410', 'Q1006']"
U1714,"['Q496818', 'Q11281443', 'Q957630', 'Q145', 'Q3884', 'Q9147', 'Q30']"
U1715,"['Q11420', 'Q467', 'Q6581072']"
U1716,"['Q3210707', 'Q15298259', 'Q30325721', 'Q6876747', 'Q11287301']"
U1717,"['Q869161', 'Q3947', 'Q84', 'Q362']"
U1718,"['Q61778938', 'Q48', 'Q17252', 'Q7737', 'Q7974', 'Q2892720', 'Q159', 'Q10931', 'Q361', 'Q90', 'Q4916']"
U1719,['Q9134']
U1720,"['Q3914', 'Q7748', 'Q211198', 'Q114755840', 'Q7922']"
U1721,[]
U1722,"['Q165714', 'Q11081619', 'Q5123519']"
U1723,"['Q487965', 'Q1046315', 'Q64810652', 'Q11175']"
U1724,"['Q37536458', 'Q1089094']"
U1725,"['Q131066', 'Q1998865', 'Q12791', 'Q318845', 'Q24879', 'Q6414311', 'Q113987221', 'Q715766', 'Q1814569', 'Q969914', 'Q3903524', 'Q19577264', 'Q203904', 'Q182015']"
U1726,['Q822930']
U1727,"['Q165', 'Q40292', 'Q33977']"
U1728,[]
U1729,"['Q1089094', 'Q1860', 'Q254', 'Q937']"
U1730,"['Q705178', 'Q7204316', 'Q1649', 'Q23419171']"
U1731,['Q27468527']
U1732,"['Q316', 'Q852033', 'Q56660241', 'Q1628041', 'Q893055', 'Q21422559', 'Q846570']"
U1733,"['Q668885', 'Q355406', 'Q1616828', 'Q6623509', 'Q161103', 'Q8337', 'Q938470']"
U1734,"['Q121998', 'Q80034', 'Q12560', 'Q106039', 'Q8785', 'Q21508017', 'Q46']"
U1735,"['Q140', 'Q106106', 'Q1616828', 'Q2886622', 'Q183240', 'Q33923', 'Q762731', 'Q6453423', 'Q4352055', 'Q5430978', 'Q21', 'Q302', 'Q401836', 'Q7873', 'Q7569', 'Q8242']"
U1736,"['Q1111', 'Q114374750', 'Q71898414', 'Q1981388', 'Q66741638', 'Q1472842']"
U1737,"['Q111977035', 'Q532833']"
U1738,"['Q206357', 'Q81741', 'Q1050528', 'Q98651432']"
U1739,"['Q46721', 'Q3830942', 'Q184785']"
U1740,"['Q21558287', 'Q646426', 'Q5600085', 'Q515', 'Q15290', 'Q571', 'Q638', 'Q5083']"
U1741,"['Q170579', 'Q48422']"
U1742,"['Q502261', 'Q234865', 'Q6414261']"
U1743,"['Q2267287', 'Q6542551', 'Q6453423', 'Q178885', 'Q7439118', 'Q25686']"
U1744,"['Q114544446', 'Q2408605', 'Q149757']"
U1745,"['Q797', 'Q21506826']"
U1746,"['Q432', 'Q13573188', 'Q2627999', 'Q846570', 'Q501880', 'Q42295', 'Q21578', 'Q183816', 'Q794', 'Q192769', 'Q842438', 'Q1517187', 'Q21', 'Q35323', 'Q7560', 'Q47740', 'Q18600381', 'Q31945', 'Q36972845', 'Q15180', 'Q889', 'Q251395', 'Q30', 'Q211201', 'Q7204', 'Q22656', 'Q943676', 'Q44329', 'Q173545', 'Q7275', 'Q223151', 'Q294358', 'Q174438', 'Q1124', 'Q858', 'Q50385693', 'Q41', 'Q12638', 'Q46', 'Q29', 'Q6453423', 'Q111952920', 'Q851', 'Q473252']"
U1747,"['Q188828', 'Q7228460']"
U1748,"['Q3630', 'Q616659', 'Q251', 'Q565', 'Q35224', 'Q23894233', 'Q10336440', 'Q2668072', 'Q11465', 'Q133492']"
U1749,"['Q3266236', 'Q1548123']"
U1750,"['Q1938638', 'Q49225', 'Q4961354', 'Q11465792', 'Q2979', 'Q2302787']"
U1751,"['Q1675140', 'Q180445']"
U1752,"['Q265158', 'Q37662525', 'Q6929099']"
U1753,"['Q1242555', 'Q730261', 'Q21030565', 'Q840396', 'Q3947', 'Q37545232', 'Q2011029']"
U1754,"['Q1179', 'Q988818']"
U1755,"['Q345', 'Q11081619', 'Q394067', 'Q127834', 'Q16882155']"
U1756,"['Q705178', 'Q7204316', 'Q2377974', 'Q13420296', 'Q925678']"
U1757,['Q20656170']
U1758,"['Q45805', 'Q22698', 'Q21507920']"
U1759,"['Q2075301', 'Q1336200', 'Q2044', 'Q21', 'Q17521245', 'Q4772568', 'Q12790756', 'Q842438']"
U1760,"['Q728312', 'Q136469']"
U1761,[]
U1762,"['Q2265915', 'Q64528814', 'Q508291', 'Q1367353']"
U1763,"['Q189004', 'Q10525', 'Q2727213', 'Q491', 'Q2743', 'Q722521', 'Q187765', 'Q37132086', 'Q1408']"
